Version 2.0
========================================================================
Instructions:
Dimension: Enter "2" for 2D, "3" for 3D (Integer)
Particles: Number of particles to read from this file (Integer)
For each variable, enter whether it will be read from the file
("T" to be read (True), "F" to not be read (False)). When not read, enter the
default values assign to all particles.
Coordinates are always read (X,Y in 2D, X,Y,Z in 3D)
Phase_ID, Diameter, Density, Temperature are scalars
Velocity requires U,V in 2D, U,V,W in 3D
Temperature is only read/set if the energy equation is solved
Species are only read/set if the species equations are solved, and requires
all species to be set (if phase 1 has 2 species and phase 2 has 4 species,
all particles must have 4 entries, even phase 1 particles (pad list with zeros)
User scalars need DES_USR_VAR_SIZE values
Data starts at line 35. Each column correspond to a variable.
========================================================================
Dimension:    3                               
Particles:    3104                            
========================================================================
Variable      Read(T/F)     Default value (when Read=F)
========================================================================
Coordinates:     T          Must always be T
Phase_ID:        T
Diameter:        T
Density:         T
Velocity:        F          0.0  0.0  0.0
Temperature:     T          (Ignored if energy eq. is not solved)
Species:         T          (Ignored if species eq.  are not solved)
User_Scalar:     T          (Ignored if no user scalars are defined)
=================================================================================================
|       x       |       y       |       z       |    Phase_ID   |    Diameter   |    Density    |
=================================================================================================
  0.23019900E-01  0.20666952E-01  0.14888618E-01        2         0.55000000E-02  0.10500000E+04
  0.87047200E-02  0.23958287E-01  0.32710512E-01        2         0.55000000E-02  0.10500000E+04
  0.25452899E-01  0.33887324E-01  0.29624936E-02        2         0.55000000E-02  0.10500000E+04
  0.32989559E-02  0.37005870E-01  0.33063715E-01        2         0.55000000E-02  0.10500000E+04
  0.10002089E-01  0.13586570E-01  0.27067727E-01        2         0.55000000E-02  0.10500000E+04
  0.14405108E-01  0.36181059E-01  0.10865076E-01        2         0.55000000E-02  0.10500000E+04
  0.31760186E-01  0.15120240E-01  0.95680988E-02        2         0.55000000E-02  0.10500000E+04
  0.28840898E-01  0.16903211E-01  0.25215389E-01        2         0.55000000E-02  0.10500000E+04
  0.32469642E-01  0.30275677E-01  0.31347487E-02        2         0.55000000E-02  0.10500000E+04
  0.31477921E-01  0.34604579E-01  0.29927914E-01        2         0.55000000E-02  0.10500000E+04
  0.10105352E-01  0.16091007E-01  0.12935262E-01        2         0.55000000E-02  0.10500000E+04
  0.11631784E-01  0.36801633E-01  0.55198289E-02        2         0.55000000E-02  0.10500000E+04
  0.25524375E-01  0.14038080E-01  0.29607124E-01        2         0.55000000E-02  0.10500000E+04
  0.15589522E-01  0.33601154E-01  0.29709937E-01        2         0.55000000E-02  0.10500000E+04
  0.38632676E-02  0.29763255E-01  0.23623285E-01        2         0.55000000E-02  0.10500000E+04
  0.13337490E-01  0.15719932E-01  0.50350129E-02        2         0.55000000E-02  0.10500000E+04
  0.92701880E-02  0.38279909E-01  0.25256514E-01        2         0.55000000E-02  0.10500000E+04
  0.17040975E-01  0.24387079E-01  0.71780077E-02        2         0.55000000E-02  0.10500000E+04
  0.20610982E-01  0.17142570E-01  0.20316714E-01        2         0.55000000E-02  0.10500000E+04
  0.21329516E-01  0.20369124E-01  0.25391944E-01        2         0.55000000E-02  0.10500000E+04
  0.14011171E-01  0.21439404E-01  0.24569375E-01        2         0.55000000E-02  0.10500000E+04
  0.20276753E-01  0.27650631E-01  0.23120470E-01        2         0.55000000E-02  0.10500000E+04
  0.32798585E-02  0.22276692E-01  0.43619483E-02        2         0.55000000E-02  0.10500000E+04
  0.22605758E-01  0.38193006E-01  0.71405068E-02        2         0.55000000E-02  0.10500000E+04
  0.18805247E-01  0.30305968E-01  0.10280239E-01        2         0.55000000E-02  0.10500000E+04
  0.25518026E-01  0.32716025E-01  0.29304576E-01        2         0.55000000E-02  0.10500000E+04
  0.10505770E-01  0.31450478E-01  0.27345768E-01        2         0.55000000E-02  0.10500000E+04
  0.18904096E-01  0.17459146E-01  0.44108566E-02        2         0.55000000E-02  0.10500000E+04
  0.25322271E-01  0.28107081E-01  0.16121304E-01        2         0.55000000E-02  0.10500000E+04
  0.19945527E-01  0.28442297E-01  0.47942833E-02        2         0.55000000E-02  0.10500000E+04
  0.15130430E-01  0.26644133E-01  0.16436525E-01        2         0.55000000E-02  0.10500000E+04
  0.14326212E-01  0.20064177E-01  0.18974544E-01        2         0.55000000E-02  0.10500000E+04
  0.24597176E-01  0.37459507E-01  0.22991252E-01        2         0.55000000E-02  0.10500000E+04
  0.26417074E-01  0.25283732E-01  0.45777255E-02        2         0.55000000E-02  0.10500000E+04
  0.58513649E-02  0.34644780E-01  0.13451090E-01        2         0.55000000E-02  0.10500000E+04
  0.49618186E-02  0.26198313E-01  0.29013422E-01        2         0.55000000E-02  0.10500000E+04
  0.10758483E-01  0.38039125E-01  0.16461161E-01        2         0.55000000E-02  0.10500000E+04
  0.24894742E-01  0.39698990E-01  0.15664060E-01        2         0.55000000E-02  0.10500000E+04
  0.26963495E-01  0.22808728E-01  0.30281953E-01        2         0.55000000E-02  0.10500000E+04
  0.13067536E-01  0.13072731E-01  0.19201750E-01        2         0.55000000E-02  0.10500000E+04
  0.39790691E-02  0.24441477E-01  0.18967853E-01        2         0.55000000E-02  0.10500000E+04
  0.26070267E-01  0.13115793E-01  0.18390582E-01        2         0.55000000E-02  0.10500000E+04
  0.19912903E-01  0.33745100E-01  0.16196169E-01        2         0.55000000E-02  0.10500000E+04
  0.19243714E-01  0.38809942E-01  0.18430696E-01        2         0.55000000E-02  0.10500000E+04
  0.20657378E-01  0.13703312E-01  0.26508332E-01        2         0.55000000E-02  0.10500000E+04
  0.99195676E-02  0.25293916E-01  0.26417130E-01        2         0.55000000E-02  0.10500000E+04
  0.58513574E-02  0.26900422E-01  0.92312056E-02        2         0.55000000E-02  0.10500000E+04
  0.15473346E-01  0.34150623E-01  0.22786433E-01        2         0.55000000E-02  0.10500000E+04
  0.29608798E-01  0.19789933E-01  0.55239880E-02        2         0.55000000E-02  0.10500000E+04
  0.21182893E-01  0.12946404E-01  0.33025036E-01        2         0.55000000E-02  0.10500000E+04
  0.15410255E-01  0.19937515E-01  0.13160495E-01        2         0.55000000E-02  0.10500000E+04
  0.88854016E-02  0.28992143E-01  0.20627136E-01        2         0.55000000E-02  0.10500000E+04
  0.62791269E-02  0.34241432E-01  0.68046680E-02        2         0.55000000E-02  0.10500000E+04
  0.79172868E-02  0.13208010E-01  0.29764119E-02        2         0.55000000E-02  0.10500000E+04
  0.22420219E-01  0.19061015E-01  0.30699497E-01        2         0.55000000E-02  0.10500000E+04
  0.65082780E-02  0.16344906E-01  0.18451684E-01        2         0.55000000E-02  0.10500000E+04
  0.12580209E-01  0.19646385E-01  0.32500680E-01        2         0.55000000E-02  0.10500000E+04
  0.22156340E-01  0.20116913E-01  0.87025104E-02        2         0.55000000E-02  0.10500000E+04
  0.18426384E-01  0.28958015E-01  0.32654555E-01        2         0.55000000E-02  0.10500000E+04
  0.31280068E-02  0.17736476E-01  0.13056160E-01        2         0.55000000E-02  0.10500000E+04
  0.20048608E-01  0.25041943E-01  0.13158398E-01        2         0.55000000E-02  0.10500000E+04
  0.26350244E-01  0.15995009E-01  0.11145812E-01        2         0.55000000E-02  0.10500000E+04
  0.27533556E-01  0.36606207E-01  0.92853539E-02        2         0.55000000E-02  0.10500000E+04
  0.52785427E-02  0.19435384E-01  0.22947049E-01        2         0.55000000E-02  0.10500000E+04
  0.19617908E-01  0.16460710E-01  0.12045013E-01        2         0.55000000E-02  0.10500000E+04
  0.29783843E-01  0.28027679E-01  0.24166576E-01        2         0.55000000E-02  0.10500000E+04
  0.29775167E-01  0.31422715E-01  0.12662239E-01        2         0.55000000E-02  0.10500000E+04
  0.10102883E-01  0.25558991E-01  0.14152156E-01        2         0.55000000E-02  0.10500000E+04
  0.24902148E-01  0.13911956E-01  0.28939237E-02        2         0.55000000E-02  0.10500000E+04
  0.11541700E-01  0.24908956E-01  0.68411301E-02        2         0.55000000E-02  0.10500000E+04
  0.31755451E-01  0.24045197E-01  0.95204221E-02        2         0.55000000E-02  0.10500000E+04
  0.97391749E-02  0.23805520E-01  0.21189700E-01        1         0.50000000E-02  0.10500000E+04
  0.15929529E-01  0.27773810E-01  0.27923699E-01        1         0.50000000E-02  0.10500000E+04
  0.22331240E-01  0.38187847E-01  0.32573349E-01        1         0.50000000E-02  0.10500000E+04
  0.85836871E-02  0.29367296E-01  0.51156004E-02        1         0.50000000E-02  0.10500000E+04
  0.50656427E-02  0.38135457E-01  0.21922995E-01        1         0.50000000E-02  0.10500000E+04
